"f" "voor" "ref" "hyp"
"1365" "aceabc_result.TextGrid" 46 "s" "####"
"1366" "aceabc_result.TextGrid" 46 "probleem" "probleem"
"1367" "aceabc_result.TextGrid" 46 "et" "et"
"1368" "aceabc_result.TextGrid" 46 "kas" "kas"
"1369" "aceabc_result.TextGrid" 46 "mul" "mul"
"1370" "aceabc_result.TextGrid" 46 "on" "on"
"1371" "aceabc_result.TextGrid" 46 "ikka" "ikka"
"1372" "aceabc_result.TextGrid" 46 "õigus" "õigus"
"1373" "aceabc_result.TextGrid" 46 "ennast" "ennast"
"1374" "aceabc_result.TextGrid" 46 "niimoodi" "niimoodi"
"1375" "aceabc_result.TextGrid" 46 "nimetada" "nimetada"
"1376" "aceabc_result.TextGrid" 46 "et" "et"
"1377" "aceabc_result.TextGrid" 46 "kas" "kas"
"1378" "aceabc_result.TextGrid" 46 "see" "see"
"1379" "aceabc_result.TextGrid" 46 "on" "on"
"1380" "aceabc_result.TextGrid" 46 "õige" "õige"
"1381" "aceabc_result.TextGrid" 46 "ja" "ja"
"1382" "aceabc_result.TextGrid" 46 "ja" "ja"
"1383" "aceabc_result.TextGrid" 46 "siis" "siis"
"1384" "aceabc_result.TextGrid" 46 "ma" "ma"
"1385" "aceabc_result.TextGrid" 46 "läksin" "läksin"
"1386" "aceabc_result.TextGrid" 46 "sellele" "sellele"
"1387" "aceabc_result.TextGrid" 47 "avenile" "evanile"
"1388" "aceabc_result.TextGrid" 47 "aven" "even"
"1389" "aceabc_result.TextGrid" 47 "on" "on"
"1390" "aceabc_result.TextGrid" 47 "siis" "siis"
"1391" "aceabc_result.TextGrid" 47 "asexual" "esectual"
"1392" "aceabc_result.TextGrid" 47 "awareness" "awernus"
"1393" "aceabc_result.TextGrid" 48 "network" "####"
"1394" "aceabc_result.TextGrid" 48 "mhmh" "network"
"1395" "aceabc_result.TextGrid" 48 "mis" "mis"
"1396" "aceabc_result.TextGrid" 48 "on" "on"
"1397" "aceabc_result.TextGrid" 48 "neti" "neti"
"1398" "aceabc_result.TextGrid" 48 "kõige" "kõige"
"1399" "aceabc_result.TextGrid" 48 "vanem" "vanem"
"1400" "aceabc_result.TextGrid" 48 "aseksuaalsusele" "seksuaalsusele"
"1401" "aceabc_result.TextGrid" 48 "pühendatud" "pühendatud"
"1402" "aceabc_result.TextGrid" 48 "foorum" "foorum"
"1403" "aceabc_result.TextGrid" 48 "aga" "aga"
"1404" "aceabc_result.TextGrid" 48 "ma" "####"
"1405" "aceabc_result.TextGrid" 48 "ei" "ma"
"1406" "aceabc_result.TextGrid" 48 "ma" "ma"
"1407" "aceabc_result.TextGrid" 48 "ei" "ei"
"1408" "aceabc_result.TextGrid" 48 "püsinud" "püsinud"
"1409" "aceabc_result.TextGrid" 48 "seal" "seal"
"1410" "aceabc_result.TextGrid" 48 "kaua" "kaua"
"1411" "aceabc_result.TextGrid" 48 "sest" "sest"
"1412" "aceabc_result.TextGrid" 48 "et" "et"
"1413" "aceabc_result.TextGrid" 48 "seal" "seal"
"1414" "aceabc_result.TextGrid" 48 "läks" "läks"
"1415" "aceabc_result.TextGrid" 48 "####" "veidi"
"1416" "aceabc_result.TextGrid" 48 "veidi" "võistlus"
"1417" "aceabc_result.TextGrid" 48 "võistluseks" "eks"
"1418" "aceabc_result.TextGrid" 48 "sest" "sest"
"1419" "aceabc_result.TextGrid" 48 "et" "et"
"1420" "aceabc_result.TextGrid" 48 "üks" "üks"
"1421" "aceabc_result.TextGrid" 48 "hästi" "####"
"1422" "aceabc_result.TextGrid" 48 "mhmh" "hästi"
"1423" "aceabc_result.TextGrid" 48 "populaarne" "####"
"1424" "aceabc_result.TextGrid" 48 "ja" "populaarne"
"1425" "aceabc_result.TextGrid" 48 "ja" "ja"
"1426" "aceabc_result.TextGrid" 48 "nõme" "nõme"
"1427" "aceabc_result.TextGrid" 48 "küsimus" "küsimus"
"1428" "aceabc_result.TextGrid" 48 "mida" "mida"
"1429" "aceabc_result.TextGrid" 48 "küsitakse" "küsitakse"
"1430" "aceabc_result.TextGrid" 48 "aseksuaalide" "aseksuaalide"
"1431" "aceabc_result.TextGrid" 48 "kohta" "kohta"
"1432" "aceabc_result.TextGrid" 48 "on" "on"
"1433" "aceabc_result.TextGrid" 48 "see" "see"
"1434" "aceabc_result.TextGrid" 48 "et" "et"
"1435" "aceabc_result.TextGrid" 48 "kas" "kas"
"1436" "aceabc_result.TextGrid" 48 "sa" "sa"
"1437" "aceabc_result.TextGrid" 48 "peksad" "peksa"
"1438" "aceabc_result.TextGrid" 48 "pihku" "pihku"
"1439" "aceabc_result.TextGrid" 48 "jaa" "ja"
"1440" "aceabc_result.TextGrid" 48 "siis" "siis"
"1441" "aceabc_result.TextGrid" 48 "nagu" "nagu"
"1442" "aceabc_result.TextGrid" 48 "küsimus" "küsimus"
"1443" "aceabc_result.TextGrid" 48 "aga" "aga"
"1444" "aceabc_result.TextGrid" 48 "ja" "ja"
"1445" "aceabc_result.TextGrid" 48 "ja" "ja"
"1446" "aceabc_result.TextGrid" 48 "siis" "siis"
"1447" "aceabc_result.TextGrid" 48 "seal" "seal"
"1448" "aceabc_result.TextGrid" 48 "oli" "oli"
"1449" "aceabc_result.TextGrid" 48 "nagu" "nagu"
"1450" "aceabc_result.TextGrid" 48 "see" "see"
"1451" "aceabc_result.TextGrid" 48 "teema" "####"
"1452" "aceabc_result.TextGrid" 48 "s" "teema"
"1453" "aceabc_result.TextGrid" 48 "foorumi" "foorumi"
"1454" "aceabc_result.TextGrid" 48 "teema" "teema"
"1455" "aceabc_result.TextGrid" 48 "ja" "ja"
"1456" "aceabc_result.TextGrid" 48 "väga" "väga"
"1457" "aceabc_result.TextGrid" 48 "kiiresti" "####"
"1458" "aceabc_result.TextGrid" 48 "see" "kiiresti"
"1459" "aceabc_result.TextGrid" 48 "läks" "selleks"
"1460" "aceabc_result.TextGrid" 48 "võistluseks" "võistluseks"
"1461" "aceabc_result.TextGrid" 48 "et" "et"
"1462" "aceabc_result.TextGrid" 48 "kes" "kes"
"1463" "aceabc_result.TextGrid" 48 "katsub" "katsub"
"1464" "aceabc_result.TextGrid" 48 "ennast" "ennast"
"1465" "aceabc_result.TextGrid" 48 "kõige" "kõige"
"1466" "aceabc_result.TextGrid" 49 "aa" "####"
"1467" "aceabc_result.TextGrid" 49 "okei" "####"
"1468" "aceabc_result.TextGrid" 49 "okei" "####"
"1469" "aceabc_result.TextGrid" 49 "jaa" "ja"
"1470" "aceabc_result.TextGrid" 49 "ja" "ja"
"1471" "aceabc_result.TextGrid" 49 "ja" "ja"
"1472" "aceabc_result.TextGrid" 49 "siis" "siis"
"1473" "aceabc_result.TextGrid" 49 "ma" "ma"
"1474" "aceabc_result.TextGrid" 49 "lihtsalt" "lihtsalt"
"1475" "aceabc_result.TextGrid" 49 "vaatasin" "vaatasin"
"1476" "aceabc_result.TextGrid" 49 "ma" "ma"
"1477" "aceabc_result.TextGrid" 49 "ei" "ei"
"1478" "aceabc_result.TextGrid" 49 "tule" "tule"
"1479" "aceabc_result.TextGrid" 49 "siia" "siia"
"1480" "aceabc_result.TextGrid" 49 "tagasi" "tagasi"
"1481" "aceabc_result.TextGrid" 49 "nagu" "####"
"1482" "aceabc_result.TextGrid" 49 "ei" "ei"
"1483" "aceabc_result.TextGrid" 49 "tš" "####"
"1484" "aceabc_result.TextGrid" 49 "tšau" "au"
"1485" "aceabc_result.TextGrid" 50 "osaliselt" "osaliselt"
"1486" "aceabc_result.TextGrid" 50 "sellepärast" "sellepärast"
"1487" "aceabc_result.TextGrid" 50 "et" "et"
"1488" "aceabc_result.TextGrid" 50 "see" "see"
"1489" "aceabc_result.TextGrid" 50 "on" "on"
"1490" "aceabc_result.TextGrid" 50 "lihtsalt" "lihtsalt"
"1491" "aceabc_result.TextGrid" 50 "nii" "nii"
"1492" "aceabc_result.TextGrid" 50 "et" "####"
"1493" "aceabc_result.TextGrid" 50 "see" "see"
"1494" "aceabc_result.TextGrid" 50 "see" "see"
"1495" "aceabc_result.TextGrid" 50 "nagu" "nagu"
"1496" "aceabc_result.TextGrid" 50 "võistlus" "####"
"1497" "aceabc_result.TextGrid" 50 "et" "võistlused"
"1498" "aceabc_result.TextGrid" 50 "kus" "kus"
"1499" "aceabc_result.TextGrid" 50 "inimesed" "inimesed"
"1500" "aceabc_result.TextGrid" 50 "tulid" "tulid"
"1501" "aceabc_result.TextGrid" 50 "et" "et"
"1502" "aceabc_result.TextGrid" 50 "ei" "ei"
"1503" "aceabc_result.TextGrid" 50 "ei" "ei"
"1504" "aceabc_result.TextGrid" 50 "see" "see"
"1505" "aceabc_result.TextGrid" 50 "on" "on"
"1506" "aceabc_result.TextGrid" 50 "see" "see"
"1507" "aceabc_result.TextGrid" 50 "meenutab" "meenutab"
"1508" "aceabc_result.TextGrid" 50 "mulle" "mulle"
"1509" "aceabc_result.TextGrid" 50 "liiga" "liiga"
"1510" "aceabc_result.TextGrid" 50 "palju" "palju"
"1511" "aceabc_result.TextGrid" 50 "seksi" "seksi"
"1512" "aceabc_result.TextGrid" 50 "nii" "nii"
"1513" "aceabc_result.TextGrid" 50 "et" "et"
"1514" "aceabc_result.TextGrid" 50 "ma" "ma"
"1515" "aceabc_result.TextGrid" 50 "võibolla" "võibolla"
"1516" "aceabc_result.TextGrid" 50 "võibolla" "võibolla"
"1517" "aceabc_result.TextGrid" 50 "kord" "kord"
"1518" "aceabc_result.TextGrid" 50 "kuus" "kuus"
"1519" "aceabc_result.TextGrid" 50 "ma" "ma"
"1520" "aceabc_result.TextGrid" 50 "pole" "pole"
"1521" "aceabc_result.TextGrid" 50 "aasta" "aasta"
"1522" "aceabc_result.TextGrid" 50 "aega" "aega"
"1523" "aceabc_result.TextGrid" 50 "ennast" "ennast"
"1524" "aceabc_result.TextGrid" 50 "katsunud" "katsunud"
"1525" "aceabc_result.TextGrid" 50 "ja" "ja"
"1526" "aceabc_result.TextGrid" 50 "siis" "siis"
"1527" "aceabc_result.TextGrid" 50 "ja" "####"
"1528" "aceabc_result.TextGrid" 50 "siis" "siis"
"1529" "aceabc_result.TextGrid" 50 "nagu" "nagu"
"1530" "aceabc_result.TextGrid" 50 "keegi" "keegi"
"1531" "aceabc_result.TextGrid" 50 "nagu" "####"
"1532" "aceabc_result.TextGrid" 50 "see" "see"
"1533" "aceabc_result.TextGrid" 50 "läkski" "läkski"
"1534" "aceabc_result.TextGrid" 50 "lihtsalt" "lihtsalt"
"1535" "aceabc_result.TextGrid" 50 "niimoodi" "niimoodi"
"1536" "aceabc_result.TextGrid" 50 "nagu" "####"
"1537" "aceabc_result.TextGrid" 50 "lumepalli" "lumepalli"
"1538" "aceabc_result.TextGrid" 50 "efekti" "efekti"
"1539" "aceabc_result.TextGrid" 50 "kõik" "käik"
"1540" "aceabc_result.TextGrid" 50 "kes" "kes"
"1541" "aceabc_result.TextGrid" 50 "saab" "saab"
"1542" "aceabc_result.TextGrid" 50 "üle" "üle"
"1543" "aceabc_result.TextGrid" 50 "trumbata" "trumbat"
"1544" "aceabc_result.TextGrid" 50 "üksteist" "üks"
"1545" "aceabc_result.TextGrid" 50 "ja" "testi"
"1546" "aceabc_result.TextGrid" 50 "siis" "siis"
"1547" "aceabc_result.TextGrid" 50 "see" "see"
"1548" "aceabc_result.TextGrid" 50 "on" "on"
"1549" "aceabc_result.TextGrid" 50 "nii" "nii"
"1550" "aceabc_result.TextGrid" 50 "nii" "nii"
"1551" "aceabc_result.TextGrid" 50 "gatekeeping" "####"
"1552" "aceabc_result.TextGrid" 50 "mhmh" "####"
"1553" "aceabc_result.TextGrid" 50 "mhmh" "katekiping"
"1554" "aceabc_result.TextGrid" 50 "et" "et"
"1555" "aceabc_result.TextGrid" 50 "see" "see"
"1556" "aceabc_result.TextGrid" 50 "on" "on"
"1557" "aceabc_result.TextGrid" 50 "nagu" "nagu"
"1558" "aceabc_result.TextGrid" 50 "nii" "nii"
"1559" "aceabc_result.TextGrid" 50 "vastik" "vastik"
"1560" "aceabc_result.TextGrid" 50 "et" "####"
"1561" "aceabc_result.TextGrid" 51 "noh" "noh"
"1562" "aceabc_result.TextGrid" 51 "praeguseks" "praeguseks"
"1563" "aceabc_result.TextGrid" 51 "praeguse" "praeguse"
"1564" "aceabc_result.TextGrid" 51 "põlvkonna" "põlvkonna"
"1565" "aceabc_result.TextGrid" 51 "aseksuaalsed" "aseksuaalsed"
"1566" "aceabc_result.TextGrid" 51 "foorumid" "foorumit"
"1567" "aceabc_result.TextGrid" 51 "grupid" "grupid"
"1568" "aceabc_result.TextGrid" 51 "nagu" "nagu"
"1569" "aceabc_result.TextGrid" 51 "facebookis" "facebookis"
"1570" "aceabc_result.TextGrid" 51 "noh" "####"
"1571" "aceabc_result.TextGrid" 51 "tumblris" "tumbleris"
"1572" "aceabc_result.TextGrid" 51 "mul" "mul"
"1573" "aceabc_result.TextGrid" 51 "liigub" "liigub"
"1574" "aceabc_result.TextGrid" 51 "hästi" "hästi"
"1575" "aceabc_result.TextGrid" 51 "palju" "palju"
"1576" "aceabc_result.TextGrid" 51 "neid" "neid"
"1577" "aceabc_result.TextGrid" 51 "lihtsalt" "lihtsalt"
"1578" "aceabc_result.TextGrid" 51 "nagu" "nagu"
"1579" "aceabc_result.TextGrid" 51 "ace" "####"
"1580" "aceabc_result.TextGrid" 51 "positivity" "postiviti"
"1581" "aceabc_result.TextGrid" 51 "post" "post"
"1582" "aceabc_result.TextGrid" 51 "et" "et"
"1583" "aceabc_result.TextGrid" 51 "seal" "seal"
"1584" "aceabc_result.TextGrid" 51 "ei" "ei"
"1585" "aceabc_result.TextGrid" 51 "ole" "ole"
"1586" "aceabc_result.TextGrid" 51 "seda" "seda"
"1587" "aceabc_result.TextGrid" 51 "et" "et"
"1588" "aceabc_result.TextGrid" 51 "ta" "ta"
"1589" "aceabc_result.TextGrid" 51 "nad" "nad"
"1590" "aceabc_result.TextGrid" 51 "on" "on"
"1591" "aceabc_result.TextGrid" 51 "pigem" "pigem"
"1592" "aceabc_result.TextGrid" 51 "nagu" "nagu"
"1593" "aceabc_result.TextGrid" 51 "üks" "üks"
"1594" "aceabc_result.TextGrid" 51 "inclusive" "inklusiv"
"1595" "aceabc_result.TextGrid" 51 "nad" "nad"
"1596" "aceabc_result.TextGrid" 51 "rõhutavad" "rõhutavad"
"1597" "aceabc_result.TextGrid" 51 "et" "et"
"1598" "aceabc_result.TextGrid" 51 "s" "####"
"1599" "aceabc_result.TextGrid" 51 "see" "see"
"1600" "aceabc_result.TextGrid" 51 "ei" "ei"
"1601" "aceabc_result.TextGrid" 51 "ol" "####"
"1602" "aceabc_result.TextGrid" 51 "loe" "loe"
"1603" "aceabc_result.TextGrid" 51 "miks" "miks"
"1604" "aceabc_result.TextGrid" 51 "sa" "sa"
"1605" "aceabc_result.TextGrid" 51 "defineerid" "defineerida"
"1606" "aceabc_result.TextGrid" 51 "ennast" "ennast"
"1607" "aceabc_result.TextGrid" 51 "aseksuaalina" "aseksuaalina"
"1608" "aceabc_result.TextGrid" 51 "see" "see"
"1609" "aceabc_result.TextGrid" 51 "ei" "ei"
"1610" "aceabc_result.TextGrid" 51 "loe" "loe"
"1611" "aceabc_result.TextGrid" 51 "kui" "kui"
"1612" "aceabc_result.TextGrid" 51 "sul" "sul"
"1613" "aceabc_result.TextGrid" 51 "on" "on"
"1614" "aceabc_result.TextGrid" 51 "olnud" "olnud"
"1615" "aceabc_result.TextGrid" 51 "mingisugune" "mingisugune"
"1616" "aceabc_result.TextGrid" 51 "trauma" "trauma"
"1617" "aceabc_result.TextGrid" 51 "see" "see"
"1618" "aceabc_result.TextGrid" 51 "ei" "ei"
"1619" "aceabc_result.TextGrid" 51 "loe" "loe"
"1620" "aceabc_result.TextGrid" 51 "kui" "kui"
"1621" "aceabc_result.TextGrid" 51 "sa" "sa"
"1622" "aceabc_result.TextGrid" 51 "näiteks" "näiteks"
"1623" "aceabc_result.TextGrid" 51 "minevikus" "minevikus"
"1624" "aceabc_result.TextGrid" 51 "ennast" "ennast"
"1625" "aceabc_result.TextGrid" 51 "defineerisid" "defineerisid"
"1626" "aceabc_result.TextGrid" 51 "ühe" "ühe"
"1627" "aceabc_result.TextGrid" 51 "asjana" "asjana"
"1628" "aceabc_result.TextGrid" 51 "ja" "ja"
"1629" "aceabc_result.TextGrid" 51 "võibolla" "võibolla"
"1630" "aceabc_result.TextGrid" 51 "kümne" "kümne"
"1631" "aceabc_result.TextGrid" 51 "aasta" "aasta"
"1632" "aceabc_result.TextGrid" 51 "pärast" "pärast"
"1633" "aceabc_result.TextGrid" 51 "viie" "viie"
"1634" "aceabc_result.TextGrid" 51 "aasta" "aasta"
"1635" "aceabc_result.TextGrid" 51 "pärast" "pärast"
"1636" "aceabc_result.TextGrid" 51 "sa" "sa"
"1637" "aceabc_result.TextGrid" 51 "defineerid" "####"
"1638" "aceabc_result.TextGrid" 51 "mhmh" "defineerida"
"1639" "aceabc_result.TextGrid" 51 "ennast" "ennast"
"1640" "aceabc_result.TextGrid" 51 "teise" "teise"
"1641" "aceabc_result.TextGrid" 51 "asjana" "asjana"
"1642" "aceabc_result.TextGrid" 51 "et" "et"
"1643" "aceabc_result.TextGrid" 51 "see" "see"
"1644" "aceabc_result.TextGrid" 51 "kuidas" "kuidas"
"1645" "aceabc_result.TextGrid" 51 "sa" "sa"
"1646" "aceabc_result.TextGrid" 51 "praegu" "praegu"
"1647" "aceabc_result.TextGrid" 51 "ennast" "ennast"
"1648" "aceabc_result.TextGrid" 51 "defineerid" "defineerida"
"1649" "aceabc_result.TextGrid" 51 "see" "see"
"1650" "aceabc_result.TextGrid" 51 "on" "on"
"1651" "aceabc_result.TextGrid" 51 "see" "see"
"1652" "aceabc_result.TextGrid" 51 "on" "on"
"1653" "aceabc_result.TextGrid" 51 "õige" "õige"
"1654" "aceabc_result.TextGrid" 51 "see" "see"
"1655" "aceabc_result.TextGrid" 51 "on" "on"
"1656" "aceabc_result.TextGrid" 51 "tõsi" "tõsi"
"1657" "aceabc_result.TextGrid" 51 "ja" "ja"
"1658" "aceabc_result.TextGrid" 51 "ja" "ja"
"1659" "aceabc_result.TextGrid" 51 "noh" "noh"
"1660" "aceabc_result.TextGrid" 51 "põhimõtteliselt" "põhimõtteliselt"
"1661" "aceabc_result.TextGrid" 51 "lihtsalt" "lihtsalt"
"1662" "aceabc_result.TextGrid" 51 "need" "need"
"1663" "aceabc_result.TextGrid" 51 "need" "need"
"1664" "aceabc_result.TextGrid" 51 "kõik" "kõik"
"1665" "aceabc_result.TextGrid" 51 "need" "need"
"1666" "aceabc_result.TextGrid" 51 "sildid" "sildid"
"1667" "aceabc_result.TextGrid" 51 "on" "on"
"1668" "aceabc_result.TextGrid" 51 "olemas" "olemas"
"1669" "aceabc_result.TextGrid" 51 "selle" "selle"
"1670" "aceabc_result.TextGrid" 51 "jaoks" "jaoks"
"1671" "aceabc_result.TextGrid" 51 "et" "et"
"1672" "aceabc_result.TextGrid" 51 "sul" "sul"
"1673" "aceabc_result.TextGrid" 51 "oleks" "oleks"
"1674" "aceabc_result.TextGrid" 51 "mugav" "mugav"
"1675" "aceabc_result.TextGrid" 51 "mhmh" "####"
"1676" "aceabc_result.TextGrid" 51 "et" "et"
"1677" "aceabc_result.TextGrid" 51 "sul" "sul"
"1678" "aceabc_result.TextGrid" 51 "oleks" "oleks"
"1679" "aceabc_result.TextGrid" 51 "see" "see"
"1680" "aceabc_result.TextGrid" 51 "sõnastik" "sõnastik"
"1681" "aceabc_result.TextGrid" 51 "ja" "ja"
"1682" "aceabc_result.TextGrid" 51 "sul" "sul"
"1683" "aceabc_result.TextGrid" 51 "võibolla" "võibolla"
"1684" "aceabc_result.TextGrid" 51 "oleks" "oleks"
"1685" "aceabc_result.TextGrid" 51 "ka" "ka"
"1686" "aceabc_result.TextGrid" 51 "see" "see"
"1687" "aceabc_result.TextGrid" 51 "niiöelda" "niiöelda"
"1688" "aceabc_result.TextGrid" 51 "tugigrupp" "tugigrupp"
"1689" "aceabc_result.TextGrid" 51 "et" "et"
"1690" "aceabc_result.TextGrid" 51 "et" "et"
"1691" "aceabc_result.TextGrid" 51 "jaa" "ja"
"1692" "aceabc_result.TextGrid" 51 "et" "et"
"1693" "aceabc_result.TextGrid" 51 "noh" "noh"
"1694" "aceabc_result.TextGrid" 51 "selles" "selles"
"1695" "aceabc_result.TextGrid" 51 "mõttes" "mõttes"
"1696" "aceabc_result.TextGrid" 51 "et" "et"
"1697" "aceabc_result.TextGrid" 51 "see" "see"
"1698" "aceabc_result.TextGrid" 51 "see" "see"
"1699" "aceabc_result.TextGrid" 51 "uuem" "uuem"
"1700" "aceabc_result.TextGrid" 51 "põlvkond" "põlvkond"
"1701" "aceabc_result.TextGrid" 51 "ikkagi" "ikkagi"
"1702" "aceabc_result.TextGrid" 51 "the" "####"
"1703" "aceabc_result.TextGrid" 51 "kids" "####"
"1704" "aceabc_result.TextGrid" 51 "are" "####"
"1705" "aceabc_result.TextGrid" 51 "all" "####"
"1706" "aceabc_result.TextGrid" 51 "right" "####"
"1707" "aceabc_result.TextGrid" 51 "jaa" "####"
"1708" "aceabc_result.TextGrid" 51 "jaa" "####"
"1709" "aceabc_result.TextGrid" 51 "ma" "####"
"1710" "aceabc_result.TextGrid" 51 "nõustun" "####"
"1711" "aceabc_result.TextGrid" 51 "ka" "####"
"1712" "aceabc_result.TextGrid" 51 "sellega" "####"
"1713" "aceabc_result.TextGrid" 52 "selles" "selles"
"1714" "aceabc_result.TextGrid" 52 "mõttes" "mõttes"
"1715" "aceabc_result.TextGrid" 52 "mitte" "mitte"
"1716" "aceabc_result.TextGrid" 52 "et" "et"
"1717" "aceabc_result.TextGrid" 52 "noh" "noh"
"1718" "aceabc_result.TextGrid" 52 "minu" "minu"
"1719" "aceabc_result.TextGrid" 52 "tolleaegne" "tolleaegne"
"1720" "aceabc_result.TextGrid" 52 "tut" "####"
"1721" "aceabc_result.TextGrid" 52 "nagu" "####"
"1722" "aceabc_result.TextGrid" 52 "sõpruskond" "sõpruskond"
"1723" "aceabc_result.TextGrid" 52 "tutvuskond" "tutvuskond"
"1724" "aceabc_result.TextGrid" 53 "nad" "nad"
"1725" "aceabc_result.TextGrid" 53 "teadsid" "teadsid"
"1726" "aceabc_result.TextGrid" 53 "et" "et"
"1727" "aceabc_result.TextGrid" 53 "mulle" "mulle"
"1728" "aceabc_result.TextGrid" 53 "nagu" "nagu"
"1729" "aceabc_result.TextGrid" 53 "keegi" "keegi"
"1730" "aceabc_result.TextGrid" 53 "ei" "ei"
"1731" "aceabc_result.TextGrid" 53 "meeldi" "meeldi"
"1732" "aceabc_result.TextGrid" 53 "et" "et"
"1733" "aceabc_result.TextGrid" 53 "nad" "nad"
"1734" "aceabc_result.TextGrid" 53 "ei" "ei"
"1735" "aceabc_result.TextGrid" 53 "teadnud" "teadnud"
"1736" "aceabc_result.TextGrid" 53 "küll" "küll"
"1737" "aceabc_result.TextGrid" 53 "seda" "seda"
"1738" "aceabc_result.TextGrid" 53 "sõna" "sõna"
"1739" "aceabc_result.TextGrid" 53 "ja" "ja"
"1740" "aceabc_result.TextGrid" 53 "ja" "ja"
"1741" "aceabc_result.TextGrid" 53 "nad" "nad"
"1742" "aceabc_result.TextGrid" 53 "pigem" "pigem"
"1743" "aceabc_result.TextGrid" 53 "vaatasid" "vaatasid"
"1744" "aceabc_result.TextGrid" 53 "et" "et"
"1745" "aceabc_result.TextGrid" 53 "jaa" "jaa"
"1746" "aceabc_result.TextGrid" 53 "aga" "aga"
"1747" "aceabc_result.TextGrid" 53 "noh" "noh"
"1748" "aceabc_result.TextGrid" 53 "äkki" "äkki"
"1749" "aceabc_result.TextGrid" 53 "kui" "kui"
"1750" "aceabc_result.TextGrid" 53 "keegi" "keegi"
"1751" "aceabc_result.TextGrid" 53 "tuleb" "tuleb"
"1752" "aceabc_result.TextGrid" 53 "siis" "siis"
"1753" "aceabc_result.TextGrid" 53 "äkki" "äkki"
"1754" "aceabc_result.TextGrid" 53 "talle" "talle"
"1755" "aceabc_result.TextGrid" 53 "sa" "sa"
"1756" "aceabc_result.TextGrid" 53 "ta" "ta"
"1757" "aceabc_result.TextGrid" 53 "meeldib" "meeldib"
"1758" "aceabc_result.TextGrid" 53 "sulle" "sulle"
"1759" "aceabc_result.TextGrid" 53 "ja" "ja"
"1760" "aceabc_result.TextGrid" 53 "siis" "siis"
"1761" "aceabc_result.TextGrid" 54 "noh" "noh"
"1762" "aceabc_result.TextGrid" 54 "mingil" "mingil"
"1763" "aceabc_result.TextGrid" 54 "hetkel" "hetkel"
"1764" "aceabc_result.TextGrid" 54 "ma" "ma"
"1765" "aceabc_result.TextGrid" 54 "ol" "####"
"1766" "aceabc_result.TextGrid" 54 "hakkasin" "hakkasin"
"1767" "aceabc_result.TextGrid" 54 "nagu" "nagu"
"1768" "aceabc_result.TextGrid" 54 "mainima" "mainima"
"1769" "aceabc_result.TextGrid" 54 "seda" "seda"
"1770" "aceabc_result.TextGrid" 54 "ma" "ma"
"1771" "aceabc_result.TextGrid" 54 "ma" "ma"
"1772" "aceabc_result.TextGrid" 54 "postitan" "postitan"
"1773" "aceabc_result.TextGrid" 54 "väga" "väga"
"1774" "aceabc_result.TextGrid" 54 "asek" "####"
"1775" "aceabc_result.TextGrid" 54 "väga" "väga"
"1776" "aceabc_result.TextGrid" 54 "palju" "palju"
"1777" "aceabc_result.TextGrid" 54 "aseksuaalseid" "seksuaalseid"
"1778" "aceabc_result.TextGrid" 54 "meeme" "meeme"
"1779" "aceabc_result.TextGrid" 54 "facebookis" "facebookis"
"1780" "aceabc_result.TextGrid" 54 "et" "et"
"1781" "aceabc_result.TextGrid" 54 "mingit" "mingit"
"1782" "aceabc_result.TextGrid" 54 "mingit" "mingit"
"1783" "aceabc_result.TextGrid" 54 "ametlikku" "ametlikku"
"1784" "aceabc_result.TextGrid" 54 "välja" "välja"
"1785" "aceabc_result.TextGrid" 54 "tulemist" "tulemist"
"1786" "aceabc_result.TextGrid" 54 "ma" "ma"
"1787" "aceabc_result.TextGrid" 54 "ei" "ei"
"1788" "aceabc_result.TextGrid" 54 "ma" "ma"
"1789" "aceabc_result.TextGrid" 54 "ei" "ei"
"1790" "aceabc_result.TextGrid" 54 "teinud" "teinud"
"1791" "aceabc_result.TextGrid" 55 "ja" "ja"
"1792" "aceabc_result.TextGrid" 55 "ja" "ja"
"1793" "aceabc_result.TextGrid" 55 "siis" "siis"
"1794" "aceabc_result.TextGrid" 55 "tuli" "tuli"
"1795" "aceabc_result.TextGrid" 55 "niimoodi" "niimoodi"
"1796" "aceabc_result.TextGrid" 55 "välja" "välja"
"1797" "aceabc_result.TextGrid" 55 "et" "et"
"1798" "aceabc_result.TextGrid" 55 "täiesti" "täiesti"
"1799" "aceabc_result.TextGrid" 55 "mitte" "mitte"
"1800" "aceabc_result.TextGrid" 55 "seotud" "seotud"
"1801" "aceabc_result.TextGrid" 55 "teemal" "teemal"
"1802" "aceabc_result.TextGrid" 56 "ajakirjanik" "ajakirjanik"
"1803" "aceabc_result.TextGrid" 56 "otsustas" "otsustas"
"1804" "aceabc_result.TextGrid" 56 "teha" "teha"
"1805" "aceabc_result.TextGrid" 56 "kogu" "kogu"
"1806" "aceabc_result.TextGrid" 56 "suure" "suure"
"1807" "aceabc_result.TextGrid" 56 "artikli" "artikli"
"1808" "aceabc_result.TextGrid" 56 "mis" "mis"
"1809" "aceabc_result.TextGrid" 56 "rõhutas" "rõhutas"
